Season,EventName,RoundNumber,Driver,Points,Position
2024,Dutch Grand Prix,15,ALB,0.0,14.0
2024,Dutch Grand Prix,15,OCO,0.0,15.0
2024,Dutch Grand Prix,15,SAR,0.0,16.0
2024,Dutch Grand Prix,15,TSU,0.0,17.0
2024,Dutch Grand Prix,15,MAG,0.0,18.0
2024,Dutch Grand Prix,15,BOT,0.0,19.0
2024,Dutch Grand Prix,15,ZHO,0.0,20.0
2024,Italian Grand Prix,16,LEC,25.0,1.0
2024,Italian Grand Prix,16,PIA,18.0,2.0
2024,Italian Grand Prix,16,NOR,16.0,3.0
2024,Italian Grand Prix,16,SAI,12.0,4.0
2024,Italian Grand Prix,16,HAM,10.0,5.0
2024,Italian Grand Prix,16,VER,8.0,6.0
2024,Italian Grand Prix,16,RUS,6.0,7.0
2024,Italian Grand Prix,16,PER,4.0,8.0
2024,Italian Grand Prix,16,ALB,2.0,9.0
2024,Italian Grand Prix,16,MAG,1.0,10.0
2024,Italian Grand Prix,16,ALO,0.0,11.0
2024,Italian Grand Prix,16,COL,0.0,12.0
2024,Italian Grand Prix,16,RIC,0.0,13.0
2024,Italian Grand Prix,16,OCO,0.0,14.0
2024,Italian Grand Prix,16,GAS,0.0,15.0
2024,Italian Grand Prix,16,BOT,0.0,16.0
2024,Italian Grand Prix,16,HUL,0.0,17.0
2024,Italian Grand Prix,16,ZHO,0.0,18.0
2024,Italian Grand Prix,16,STR,0.0,19.0
2024,Italian Grand Prix,16,TSU,0.0,20.0
2024,Azerbaijan Grand Prix,17,PIA,25.0,1.0
2024,Azerbaijan Grand Prix,17,LEC,18.0,2.0
2024,Azerbaijan Grand Prix,17,RUS,15.0,3.0
2024,Azerbaijan Grand Prix,17,NOR,13.0,4.0
2024,Azerbaijan Grand Prix,17,VER,10.0,5.0
2024,Azerbaijan Grand Prix,17,ALO,8.0,6.0
2024,Azerbaijan Grand Prix,17,ALB,6.0,7.0
2024,Azerbaijan Grand Prix,17,COL,4.0,8.0
2024,Azerbaijan Grand Prix,17,HAM,2.0,9.0
2024,Azerbaijan Grand Prix,17,BEA,1.0,10.0
2024,Azerbaijan Grand Prix,17,HUL,0.0,11.0
2024,Azerbaijan Grand Prix,17,GAS,0.0,12.0
2024,Azerbaijan Grand Prix,17,RIC,0.0,13.0
2024,Azerbaijan Grand Prix,17,ZHO,0.0,14.0
2024,Azerbaijan Grand Prix,17,OCO,0.0,15.0
2024,Azerbaijan Grand Prix,17,BOT,0.0,16.0
2024,Azerbaijan Grand Prix,17,PER,0.0,17.0
2024,Azerbaijan Grand Prix,17,SAI,0.0,18.0
2024,Azerbaijan Grand Prix,17,STR,0.0,19.0
2024,Azerbaijan Grand Prix,17,TSU,0.0,20.0
2024,Singapore Grand Prix,18,NOR,25.0,1.0
2024,Singapore Grand Prix,18,VER,18.0,2.0
2024,Singapore Grand Prix,18,PIA,15.0,3.0
2024,Singapore Grand Prix,18,RUS,12.0,4.0
2024,Singapore Grand Prix,18,LEC,10.0,5.0
2024,Singapore Grand Prix,18,HAM,8.0,6.0
2024,Singapore Grand Prix,18,SAI,6.0,7.0
2024,Singapore Grand Prix,18,ALO,4.0,8.0
2024,Singapore Grand Prix,18,HUL,2.0,9.0
2024,Singapore Grand Prix,18,PER,1.0,10.0
2024,Singapore Grand Prix,18,COL,0.0,11.0
2024,Singapore Grand Prix,18,TSU,0.0,12.0
2024,Singapore Grand Prix,18,OCO,0.0,13.0
2024,Singapore Grand Prix,18,STR,0.0,14.0
2024,Singapore Grand Prix,18,ZHO,0.0,15.0
2024,Singapore Grand Prix,18,BOT,0.0,16.0
2024,Singapore Grand Prix,18,GAS,0.0,17.0
2024,Singapore Grand Prix,18,RIC,0.0,18.0
2024,Singapore Grand Prix,18,MAG,0.0,19.0
2024,Singapore Grand Prix,18,ALB,0.0,20.0
2024,United States Grand Prix,19,LEC,30.0,1.0
2024,United States Grand Prix,19,SAI,25.0,2.0
2024,United States Grand Prix,19,VER,23.0,3.0
2024,United States Grand Prix,19,NOR,18.0,4.0
2024,United States Grand Prix,19,PIA,10.0,5.0
2024,United States Grand Prix,19,RUS,12.0,6.0
2024,United States Grand Prix,19,PER,6.0,7.0
2024,United States Grand Prix,19,HUL,5.0,8.0
2024,United States Grand Prix,19,LAW,2.0,9.0
2024,United States Grand Prix,19,COL,1.0,10.0
2024,United States Grand Prix,19,MAG,2.0,11.0
2024,United States Grand Prix,19,GAS,0.0,12.0
2024,United States Grand Prix,19,ALO,0.0,13.0
2024,United States Grand Prix,19,TSU,0.0,14.0
2024,United States Grand Prix,19,STR,0.0,15.0
2024,United States Grand Prix,19,ALB,0.0,16.0
2024,United States Grand Prix,19,BOT,0.0,17.0
2024,United States Grand Prix,19,OCO,0.0,18.0
2024,United States Grand Prix,19,ZHO,0.0,19.0
2024,United States Grand Prix,19,HAM,3.0,20.0
2024,Mexico City Grand Prix,20,SAI,25.0,1.0
2024,Mexico City Grand Prix,20,NOR,18.0,2.0
2024,Mexico City Grand Prix,20,LEC,16.0,3.0
2024,Mexico City Grand Prix,20,HAM,12.0,4.0
2024,Mexico City Grand Prix,20,RUS,10.0,5.0
2024,Mexico City Grand Prix,20,VER,8.0,6.0
2024,Mexico City Grand Prix,20,MAG,6.0,7.0
2024,Mexico City Grand Prix,20,PIA,4.0,8.0
2024,Mexico City Grand Prix,20,HUL,2.0,9.0
2024,Mexico City Grand Prix,20,GAS,1.0,10.0
2024,Mexico City Grand Prix,20,STR,0.0,11.0
2024,Mexico City Grand Prix,20,COL,0.0,12.0
2024,Mexico City Grand Prix,20,OCO,0.0,13.0
2024,Mexico City Grand Prix,20,BOT,0.0,14.0
2024,Mexico City Grand Prix,20,ZHO,0.0,15.0
2024,Mexico City Grand Prix,20,LAW,0.0,16.0
2024,Mexico City Grand Prix,20,PER,0.0,17.0
2024,Mexico City Grand Prix,20,ALO,0.0,18.0
2024,Mexico City Grand Prix,20,ALB,0.0,19.0
2024,Mexico City Grand Prix,20,TSU,0.0,20.0
2024,São Paulo Grand Prix,21,VER,31.0,1.0
2024,São Paulo Grand Prix,21,OCO,18.0,2.0
2024,São Paulo Grand Prix,21,GAS,17.0,3.0
2024,São Paulo Grand Prix,21,RUS,15.0,4.0
2024,São Paulo Grand Prix,21,LEC,16.0,5.0
2024,São Paulo Grand Prix,21,NOR,16.0,6.0
2024,São Paulo Grand Prix,21,TSU,6.0,7.0
2024,São Paulo Grand Prix,21,PIA,11.0,8.0
2024,São Paulo Grand Prix,21,LAW,2.0,9.0
2024,São Paulo Grand Prix,21,HAM,1.0,10.0
2024,São Paulo Grand Prix,21,PER,1.0,11.0
2024,São Paulo Grand Prix,21,BEA,0.0,12.0
2024,São Paulo Grand Prix,21,BOT,0.0,13.0
2024,São Paulo Grand Prix,21,ALO,0.0,14.0
2024,São Paulo Grand Prix,21,ZHO,0.0,15.0
2024,São Paulo Grand Prix,21,SAI,4.0,16.0
2024,São Paulo Grand Prix,21,COL,0.0,17.0
2024,São Paulo Grand Prix,21,ALB,0.0,18.0
2024,São Paulo Grand Prix,21,STR,0.0,19.0
2024,São Paulo Grand Prix,21,HUL,0.0,20.0
2024,Las Vegas Grand Prix,22,RUS,25.0,1.0
2024,Las Vegas Grand Prix,22,HAM,18.0,2.0
2024,Las Vegas Grand Prix,22,SAI,15.0,3.0
2024,Las Vegas Grand Prix,22,LEC,12.0,4.0
2024,Las Vegas Grand Prix,22,VER,10.0,5.0
2024,Las Vegas Grand Prix,22,NOR,9.0,6.0
2024,Las Vegas Grand Prix,22,PIA,6.0,7.0
2024,Las Vegas Grand Prix,22,HUL,4.0,8.0
2024,Las Vegas Grand Prix,22,TSU,2.0,9.0
2024,Las Vegas Grand Prix,22,PER,1.0,10.0
2024,Las Vegas Grand Prix,22,ALO,0.0,11.0
2024,Las Vegas Grand Prix,22,MAG,0.0,12.0
2024,Las Vegas Grand Prix,22,ZHO,0.0,13.0
2024,Las Vegas Grand Prix,22,COL,0.0,14.0
2024,Las Vegas Grand Prix,22,STR,0.0,15.0
2024,Las Vegas Grand Prix,22,LAW,0.0,16.0
2024,Las Vegas Grand Prix,22,OCO,0.0,17.0
2024,Las Vegas Grand Prix,22,BOT,0.0,18.0
2024,Las Vegas Grand Prix,22,ALB,0.0,19.0
2024,Las Vegas Grand Prix,22,GAS,0.0,20.0
2024,Qatar Grand Prix,23,VER,26.0,1.0
2024,Qatar Grand Prix,23,LEC,22.0,2.0
2024,Qatar Grand Prix,23,PIA,23.0,3.0
2024,Qatar Grand Prix,23,RUS,18.0,4.0
2024,Qatar Grand Prix,23,GAS,10.0,5.0
2024,Qatar Grand Prix,23,SAI,13.0,6.0
2024,Qatar Grand Prix,23,ALO,6.0,7.0
2024,Qatar Grand Prix,23,ZHO,4.0,8.0
2024,Qatar Grand Prix,23,MAG,2.0,9.0
2024,Qatar Grand Prix,23,NOR,9.0,10.0
2024,Qatar Grand Prix,23,BOT,0.0,11.0
2024,Qatar Grand Prix,23,HAM,3.0,12.0
2024,Qatar Grand Prix,23,TSU,0.0,13.0
2024,Qatar Grand Prix,23,LAW,0.0,14.0
2024,Qatar Grand Prix,23,ALB,0.0,15.0
2024,Qatar Grand Prix,23,HUL,2.0,16.0
2024,Qatar Grand Prix,23,PER,0.0,17.0
2024,Qatar Grand Prix,23,STR,0.0,18.0
2024,Qatar Grand Prix,23,COL,0.0,19.0
2024,Qatar Grand Prix,23,OCO,0.0,20.0
2024,Abu Dhabi Grand Prix,24,NOR,25.0,1.0
2024,Abu Dhabi Grand Prix,24,SAI,18.0,2.0
2024,Abu Dhabi Grand Prix,24,LEC,15.0,3.0
2024,Abu Dhabi Grand Prix,24,HAM,12.0,4.0
2024,Abu Dhabi Grand Prix,24,RUS,10.0,5.0
2024,Abu Dhabi Grand Prix,24,VER,8.0,6.0
2024,Abu Dhabi Grand Prix,24,GAS,6.0,7.0
2024,Abu Dhabi Grand Prix,24,HUL,4.0,8.0
2024,Abu Dhabi Grand Prix,24,ALO,2.0,9.0
2024,Abu Dhabi Grand Prix,24,PIA,1.0,10.0
2024,Abu Dhabi Grand Prix,24,ALB,0.0,11.0
2024,Abu Dhabi Grand Prix,24,TSU,0.0,12.0
2024,Abu Dhabi Grand Prix,24,ZHO,0.0,13.0
2024,Abu Dhabi Grand Prix,24,STR,0.0,14.0
2024,Abu Dhabi Grand Prix,24,DOO,0.0,15.0
2024,Abu Dhabi Grand Prix,24,MAG,0.0,16.0
2024,Abu Dhabi Grand Prix,24,LAW,0.0,17.0
2024,Abu Dhabi Grand Prix,24,BOT,0.0,18.0
2024,Abu Dhabi Grand Prix,24,COL,0.0,19.0
2024,Abu Dhabi Grand Prix,24,PER,0.0,20.0
